birthday,chamber,title,first_name,middle_name,last_name,name_suffix,nickname,party,state,state_name,term_start,term_end,in_office,phone,twitter_id
1927-04-02,house,Rep,Howard,Hollis,Callaway,,Bo,R,GA,Georgia,1965-01-04,1967-01-03,false,,
1920-03-29,house,Rep,Clair,Armstrong,Callan,,,D,NE,Nebraska,1965-01-04,1967-01-03,false,,
1893-07-14,house,Rep,Clarence,J.,Brown,,,R,OH,Ohio,1965-01-04,1967-01-03,false,,
1891-05-16,house,Rep,Herbert,Covington,Bonner,,,D,NC,North Carolina,1965-01-04,1967-01-03,false,,
1913-06-30,house,Rep,Lindley,Garrison,Beckworth,Sr.,,D,TX,Texas,1965-01-04,1967-01-03,false,,
1922-01-25,house,Rep,Bert,Andrew,Bandstra,,,D,IA,Iowa,1965-01-04,1967-01-03,false,,
1915-06-28,house,Rep,John,Finley,Baldwin,Jr.,,R,CA,California,1965-01-04,1967-01-03,false,,
1909-01-15,house,Rep,Arthur,Glenn,Andrews,,,R,AL,Alabama,1965-01-04,1967-01-03,false,,
1925-06-14,senate,Sen,Pierre,Emil George,Salinger,,,D,CA,California,1964-01-01,1965-01-03,false,,
1918-03-17,senate,Sen,Ross,,Bass,,,D,TN,Tennessee,1964-11-04,1967-01-03,false,,
1908-08-27,senate,Sen,Lyndon,Baines,Johnson,,,D,TX,Texas,1955-01-05,1961-01-03,false,,
1904-01-06,house,Rep,William,Arthur,Winstead,,,D,MS,Mississippi,1963-01-09,1965-01-03,false,,
1906-04-18,house,Rep,Earl,,Wilson,,,R,IN,Indiana,1963-01-09,1965-01-03,false,,
1906-02-09,house,Rep,Victor,Eugene,Wickersham,,,D,OK,Oklahoma,1963-01-09,1965-01-03,false,,
1899-10-04,house,Rep,James,Ernest,Wharton,,,R,NY,New York,1963-01-09,1965-01-03,false,,
1904-12-14,house,Rep,Alfred,John,Westland,,Jack,R,WA,Washington,1963-01-09,1965-01-03,false,,
1920-09-27,house,Rep,James,Dorman,Weaver,,,R,PA,Pennsylvania,1963-01-09,1965-01-03,false,,
1891-11-17,senate,Sen,Herbert,Sanford,Walters,,,D,TN,Tennessee,1963-01-09,1965-01-03,false,,
1894-05-26,house,Rep,Francis,Eugene,Walter,,,D,PA,Pennsylvania,1963-01-09,1965-01-03,false,,
1900-02-10,house,Rep,George,Marvin,Wallhauser,,,R,NJ,New Jersey,1963-01-09,1965-01-03,false,,
1883-11-18,house,Rep,Carl,,Vinson,,,D,GA,Georgia,1963-01-09,1965-01-03,false,,
1905-03-10,house,Rep,William,Kaiser,Van Pelt,,,R,WI,Wisconsin,1963-01-09,1965-01-03,false,,
1901-05-02,house,Rep,Thor,Carl,Tollefson,,,R,WA,Washington,1963-01-09,1965-01-03,false,,
1909-01-09,house,Rep,William,Homer,Thornberry,,,D,TX,Texas,1963-01-09,1965-01-03,false,,
1930-04-20,house,Rep,K.,William,Stinson,,,R,WA,Washington,1963-01-09,1965-01-03,false,,
1905-07-11,house,Rep,Neil,Oliver,Staebler,,,D,MI,Michigan,1963-01-09,1965-01-03,false,,
1894-07-12,house,Rep,Katharine,Price Collier,St. George,,,R,NY,New York,1963-01-09,1965-01-03,false,,
1913-11-14,senate,Sen,George,Armistead,Smathers,,,D,FL,Florida,1963-01-09,1969-01-03,false,,
1900-06-26,house,Rep,Eugene,,Siler,,,R,KY,Kentucky,1963-01-09,1965-01-03,false,,
1921-04-11,house,Rep,Abner,Woodruff,Sibal,,,R,CT,Connecticut,1963-01-09,1965-01-03,false,,
1903-06-22,house,Rep,Don,Levingston,Short,,,R,ND,North Dakota,1963-01-09,1965-01-03,false,,
1885-01-10,house,Rep,Harry,Richard,Sheppard,,,D,CA,California,1963-01-09,1965-01-03,false,,
1905-09-03,house,Rep,John,Francis,Shelley,,,D,CA,California,1963-01-09,1965-01-03,false,,
1899-04-19,house,Rep,Paul,Fornshell,Schenck,,,R,OH,Ohio,1963-01-09,1965-01-03,false,,
1911-02-06,house,Rep,Harold,Martin,Ryan,,,D,MI,Michigan,1963-01-09,1965-01-03,false,,
1912-11-01,house,Rep,Kenneth,Allison,Roberts,,,D,AL,Alabama,1963-01-09,1965-01-03,false,,
1899-08-26,house,Rep,Roy,Walter,Riehlman,,,R,NY,New York,1963-01-09,1965-01-03,false,,
1898-09-12,house,Rep,Carl,West,Rich,,,R,OH,Ohio,1963-01-09,1965-01-03,false,,
1902-03-11,house,Rep,Albert,McKinley,Rains,,,D,AL,Alabama,1963-01-09,1965-01-03,false,,
1904-08-10,house,Rep,John,Raymond,Pillion,,,R,NY,New York,1963-01-09,1965-01-03,false,,
1898-08-27,house,Rep,John,Leonard,Pilcher,,,D,GA,Georgia,1963-01-09,1965-01-03,false,,
1896-06-22,house,Rep,Harold,Charles,Ostertag,,,R,NY,New York,1963-01-09,1965-01-03,false,,
1907-12-30,house,Rep,Frank,Charles,Osmers,Jr.,,R,NJ,New Jersey,1963-01-09,1965-01-03,false,,
1878-04-30,house,Rep,Thomas,Joseph,O'Brien,,,D,IL,Illinois,1963-01-09,1965-01-03,false,,
1906-03-24,house,Rep,Hjalmar,Carl,Nygaard,,,R,ND,North Dakota,1963-01-09,1965-01-03,false,,
1908-09-12,house,Rep,Albin,Walter,Norblad,Jr.,,R,OR,Oregon,1963-01-09,1965-01-03,false,,
1907-08-19,senate,Sen,Thruston,Ballard,Morton,,,R,KY,Kentucky,1963-01-09,1968-12-16,false,,
1900-10-20,senate,Sen,Wayne,Lyman,Morse,,,D,OR,Oregon,1963-01-09,1969-01-03,false,,
1902-03-02,senate,Sen,Almer,Stillwell Mike,Monroney,,,D,OK,Oklahoma,1963-01-09,1969-01-03,false,,
1897-08-19,house,Rep,William,H.,Milliken,Jr.,,R,PA,Pennsylvania,1963-01-09,1965-01-03,false,,
1914-03-22,house,Rep,William,Edward,Miller,,,R,NY,New York,1963-01-09,1965-01-03,false,,
1907-09-13,house,Rep,George,,Meader,,,R,MI,Michigan,1963-01-09,1965-01-03,false,,
1907-06-26,house,Rep,Robert,Thaddeus,McLoskey,,,R,IL,Illinois,1963-01-09,1965-01-03,false,,
1908-05-04,house,Rep,Clifford,Guy,McIntire,,,R,ME,Maine,1963-01-09,1965-01-03,false,,
1924-11-25,house,Rep,Patrick,Minor,Martin,,,R,CA,California,1963-01-09,1965-01-03,false,,
1908-07-18,senate,Sen,Edward,Vaughn,Long,,,D,MO,Missouri,1963-01-09,1968-12-27,false,,
1900-12-29,house,Rep,Roland,Victor,Libonati,,,D,IL,Illinois,1963-01-09,1965-01-03,false,,
1914-12-28,house,Rep,John,,Lesinski,Jr.,,D,MI,Michigan,1963-01-09,1965-01-03,false,,
1895-11-14,senate,Sen,Frank,John,Lausche,,,D,OH,Ohio,1963-01-09,1969-01-03,false,,
1914-07-22,house,Rep,Richard,Estep,Lankford,,,D,MD,Maryland,1963-01-09,1965-01-03,false,,
1910-08-15,senate,Sen,Thomas,Henry,Kuchel,,,R,CA,California,1963-01-09,1969-01-03,false,,
1899-01-13,house,Rep,Victor,Alfred,Knox,,,R,MI,Michigan,1963-01-09,1965-01-03,false,,
1918-12-10,house,Rep,Joe,Madison,Kilgore,,,D,TX,Texas,1963-01-09,1965-01-03,false,,
1893-04-13,house,Rep,Clarence,Evans,Kilburn,,,R,NY,New York,1963-01-09,1965-01-03,false,,
1895-06-07,house,Rep,Maude,Elizabeth,Kee,,,D,WV,West Virginia,1963-01-09,1965-01-03,false,,
1896-11-18,senate,Sen,Olin,DeWitt Talmadge,Johnston,,,D,SC,South Carolina,1963-01-09,1965-12-31,false,,
1901-06-16,house,Rep,Lester,Roland,Johnson,,,D,WI,Wisconsin,1963-01-09,1965-01-03,false,,
1905-07-21,house,Rep,August,Edgar,Johansen,,,R,MI,Michigan,1963-01-09,1965-01-03,false,,
1892-12-16,house,Rep,Benton,Franklin,Jensen,,,R,IA,Iowa,1963-01-09,1965-01-03,false,,
1920-03-19,house,Rep,George,,Huddleston,Jr.,,D,AL,Alabama,1963-01-09,1965-01-03,false,,
1898-10-15,house,Rep,Walter,Franklin,Horan,,Walt,R,WA,Washington,1963-01-09,1965-01-03,false,,
1899-07-07,house,Rep,Elmer,Joseph,Hoffman,,,R,IL,Illinois,1963-01-09,1965-01-03,false,,
1895-03-30,house,Rep,Charles,Bernard,Hoeven,,,R,IA,Iowa,1963-01-09,1965-01-03,false,,
1894-12-29,senate,Sen,Joseph,Lister,Hill,,,D,AL,Alabama,1963-01-09,1969-01-03,false,,
1896-07-21,senate,Sen,Bourke,Blakemore,Hickenlooper,,,R,IA,Iowa,1963-01-09,1969-01-03,false,,
1915-05-10,house,Rep,Robert,Witherspoon,Hemphill,,,D,SC,South Carolina,1963-01-09,1965-01-03,false,,
1909-12-24,house,Rep,James,Christopher,Healey,,,D,NY,New York,1963-01-09,1965-01-03,false,,
1877-10-02,senate,Sen,Carl,Trumbull,Hayden,,,D,AZ,Arizona,1963-01-09,1969-01-03,false,,
1929-09-09,house,Rep,Ralph,R.,Harding,,,D,ID,Idaho,1963-01-09,1965-01-03,false,,
1887-02-06,senate,Sen,Ernest,,Gruening,,,D,AK,Alaska,1963-01-09,1969-01-03,false,,
1910-03-05,house,Rep,William,Joseph,Green,Jr.,,D,PA,Pennsylvania,1963-01-09,1965-01-03,false,,
1897-07-11,house,Rep,George,McInvale,Grant,,,D,AL,Alabama,1963-01-09,1965-01-03,false,,
1903-06-18,house,Rep,Milton,Willits,Glenn,,,R,NJ,New Jersey,1963-01-09,1965-01-03,false,,
1922-04-21,house,Rep,Thomas,Ponce,Gill,,,D,HI,Hawaii,1963-01-09,1965-01-03,false,,
1893-02-25,house,Rep,Leon,Harry,Gavin,,,R,PA,Pennsylvania,1963-01-09,1965-01-03,false,,
1892-02-25,house,Rep,Julian,Vaughan,Gary,,,D,VA,Virginia,1963-01-09,1965-01-03,false,,
1896-08-16,house,Rep,Elijah,Lewis,Forrester,,,D,GA,Georgia,1963-01-09,1965-01-03,false,,
1905-06-05,house,Rep,Edward,Rowan,Finnegan,,,D,IL,Illinois,1963-01-09,1965-01-03,false,,
1895-05-10,house,Com,Antonio,,Fernós-Isern,,,Popular Democrat,PR,Puerto Rico,1963-01-09,1965-01-03,false,,
1913-12-20,house,Rep,Carl,Atwood,Elliott,,,D,AL,Alabama,1963-01-09,1965-01-03,false,,
1925-09-27,senate,Sen,James,Howard,Edmondson,,,D,OK,Oklahoma,1963-01-09,1965-01-03,false,,
1887-07-11,house,Rep,Clyde,Gilman,Doyle,,,D,CA,California,1963-01-09,1965-01-03,false,,
1896-01-04,senate,Sen,Everett,McKinley,Dirksen,,,R,IL,Illinois,1963-01-09,1969-01-03,false,,
1918-04-06,house,Rep,Steven,Boghos,Derounian,,,R,NY,New York,1963-01-09,1965-01-03,false,,
1897-11-18,house,Rep,Clifford,,Davis,,,D,TN,Tennessee,1963-01-09,1965-01-03,false,,
1901-10-21,senate,Sen,Joseph,Sill,Clark,,,D,PA,Pennsylvania,1963-01-09,1969-01-03,false,,
1897-08-17,house,Rep,John,Edgar,Chenoweth,,,R,CO,Colorado,1963-01-09,1965-01-03,false,,
1893-01-23,senate,Sen,Frank,,Carlson,,,R,KS,Kansas,1963-01-09,1969-01-03,false,,
1879-04-11,house,Rep,Clarence,Andrew,Cannon,,,D,MO,Missouri,1963-01-09,1965-01-03,false,,
,house,Rep,Everett,Glen,Burkhalter,,,D,CA,California,1963-01-09,1965-01-03,false,,
1890-06-23,house,Rep,Charles,Anthony,Buckley,,,D,NY,New York,1963-01-09,1965-01-03,false,,
1921-04-27,house,Rep,Donald,Cogley,Bruce,,,R,IN,Indiana,1963-01-09,1965-01-03,false,,
1920-03-26,house,Rep,James,Edward,Bromwell,,,R,IA,Iowa,1963-01-09,1965-01-03,false,,
1923-11-23,senate,Sen,Daniel,Baugh,Brewster,,,D,MD,Maryland,1963-01-09,1969-01-03,false,,
1917-02-22,house,Rep,Oliver,Payne,Bolton,,,R,OH,Ohio,1963-01-09,1965-01-03,false,,
1904-01-10,house,Rep,John,Bonifas,Bennett,,,R,MI,Michigan,1963-01-09,1965-01-03,false,,
1912-08-13,house,Rep,Ralph,Frederick,Beermann,,,R,NE,Nebraska,1963-01-09,1965-01-03,false,,
1899-08-27,house,Rep,Frank,John,Becker,,,R,NY,New York,1963-01-09,1965-01-03,false,,
1915-05-15,house,Rep,Robert,Raymond,Barry,,,R,NY,New York,1963-01-09,1965-01-03,false,,
1901-11-17,house,Rep,Irene,Bailey,Baker,,,R,TN,Tennessee,1963-01-09,1965-01-03,false,,
1902-01-12,house,Rep,Howard,Henry,Baker,,,R,TN,Tennessee,1963-01-09,1965-01-03,false,,
1911-08-11,house,Rep,William,Henry,Avery,,,R,KS,Kansas,1963-01-09,1965-01-03,false,,
1885-01-19,house,Rep,James,Coats,Auchincloss,,,R,NJ,New Jersey,1963-01-09,1965-01-03,false,,
1918-06-12,house,Rep,Bruce,Reynolds,Alger,,,R,TX,Texas,1963-01-09,1965-01-03,false,,
1916-11-21,house,Rep,Homer,E.,Abele,,,R,OH,Ohio,1963-01-09,1965-01-03,false,,
1897-11-12,senate,Sen,Milward,Lee,Simpson,,,R,WY,Wyoming,1962-01-01,1967-01-03,false,,
1912-07-02,senate,Sen,Edwin,Leard,Mechem,,,R,NM,New Mexico,1962-01-01,1965-01-03,false,,
1903-08-07,senate,Sen,Joseph,H.,Bottum,,,R,SD,South Dakota,1962-01-01,1963-01-03,false,,
1917-05-29,senate,Sen,John,Fitzgerald,Kennedy,,,D,MA,Massachusetts,1959-01-07,1960-12-22,false,,
1906-03-16,house,Rep,Herbert,,Zelenko,,,D,NY,New York,1961-01-03,1963-01-03,false,,
1901-07-08,house,Rep,Jessica,McCullough,Weis,,,R,NY,New York,1961-01-03,1963-01-03,false,,
1919-04-09,house,Rep,Phillip,Hart,Weaver,,,R,NE,Nebraska,1961-01-03,1963-01-03,false,,
1898-12-18,house,Rep,James,Edward,Van Zandt,,,R,PA,Pennsylvania,1961-01-03,1963-01-03,false,,
1920-01-31,house,Rep,Stewart,Lee,Udall,,,D,AZ,Arizona,1961-01-03,1963-01-03,false,,
1880-05-05,house,Rep,John,,Taber,,,R,NY,New York,1961-01-03,1963-01-03,false,,
1874-12-24,house,Rep,Brent,,Spence,,,D,KY,Kentucky,1961-01-03,1963-01-03,false,,
1918-02-21,house,Rep,Frank,Ellis,Smith,,,D,MS,Mississippi,1961-01-03,1963-01-03,false,,
1908-05-12,house,Rep,Horace,,Seely-Brown,Jr.,,R,CT,Connecticut,1961-01-03,1963-01-03,false,,
1917-07-19,house,Rep,William,Warren,Scranton,,,R,PA,Pennsylvania,1961-01-03,1963-01-03,false,,
1894-11-23,senate,Sen,Andrew,Frank,Schoeppel,,,R,KS,Kansas,1961-01-03,1962-01-21,false,,
1906-12-26,house,Rep,Gordon,Harry,Scherer,,,R,OH,Ohio,1961-01-03,1963-01-03,false,,
1899-09-20,house,Rep,Dalip,Singh,Saund,,,D,CA,California,1961-01-03,1963-01-03,false,,
1912-06-04,house,Rep,Alfred,Edward,Santangelo,,,D,NY,New York,1961-01-03,1963-01-03,false,,
1892-09-01,senate,Sen,Leverett,,Saltonstall,,,R,MA,Massachusetts,1961-01-03,1967-01-03,false,,
1921-05-30,house,Rep,J.,T.,Rutherford,,,D,TX,Texas,1961-01-03,1963-01-03,false,,
1887-05-27,senate,Sen,Absalom,Willis,Robertson,,,D,VA,Virginia,1961-01-03,1967-01-03,false,,
1895-02-01,house,Rep,John,Jacob,Riley,,,D,SC,South Carolina,1961-01-03,1963-01-03,false,,
1893-07-04,house,Rep,Corinne,Boyd,Riley,,,D,SC,South Carolina,1961-01-03,1963-01-03,false,,
1898-11-06,house,Rep,Louise,Goff,Reece,,,R,TN,Tennessee,1961-01-03,1963-01-03,false,,
1889-12-22,house,Rep,Brazilla,Carroll,Reece,,,R,TN,Tennessee,1961-01-03,1963-01-03,false,,
1882-01-06,house,Rep,Samuel,Taliaferro,Rayburn,,,D,TX,Texas,1961-01-03,1963-01-03,false,,
1886-09-27,house,Rep,John,Henry,Ray,,,R,NY,New York,1961-01-03,1963-01-03,false,,
1886-12-05,house,Rep,Louis,Charles,Rabaut,,,D,MI,Michigan,1961-01-03,1963-01-03,false,,
1906-03-12,house,Rep,Gracie,Bowers,Pfost,,,D,ID,Idaho,1961-01-03,1963-01-03,false,,
1906-03-26,house,Rep,Morris,Blaine,Peterson,,,D,UT,Utah,1961-01-03,1963-01-03,false,,
1896-08-29,house,Rep,William,Frank,Norrell,,,D,AR,Arkansas,1961-01-03,1963-01-03,false,,
1901-03-30,house,Rep,Catherine,Dorris,Norrell,,,D,AR,Arkansas,1961-01-03,1963-01-03,false,,
1927-10-03,senate,Sen,Maurice,J.,Murphy,Jr.,,R,NH,New Hampshire,1961-01-03,1963-01-03,false,,
1890-11-20,house,Rep,Walter,Mann,Mumma,,,R,PA,Pennsylvania,1961-01-03,1963-01-03,false,,
1904-08-31,house,Rep,Morgan,Moore,Moulder,,,D,MO,Missouri,1961-01-03,1963-01-03,false,,
1898-04-12,house,Rep,Tom,Van Horn,Moorehead,,,R,OH,Ohio,1961-01-03,1963-01-03,false,,
1916-10-28,house,Rep,Clement,Woodnutt,Miller,,,D,CA,California,1961-01-03,1963-01-03,false,,
1906-11-15,house,Rep,Chester,Earl,Merrow,,,R,NH,New Hampshire,1961-01-03,1963-01-03,false,,
1922-02-19,house,Rep,Walter,Lewis,McVey,Jr.,,R,KS,Kansas,1961-01-03,1963-01-03,false,,
1926-07-19,house,Rep,Harold,Barnett,McSween,,,D,LA,Louisiana,1961-01-03,1963-01-03,false,,
1894-10-04,senate,Sen,Patrick,Vincent,McNamara,,,D,MI,Michigan,1961-01-03,1966-04-30,false,,
1895-01-02,house,Rep,Gordon,Leo,McDonough,,,R,CA,California,1961-01-03,1963-01-03,false,,
1882-07-19,house,Rep,Noah,Morgan,Mason,,,R,IL,Illinois,1961-01-03,1963-01-03,false,,
1906-03-13,house,Rep,Fred,,Marshall,,,D,MN,Minnesota,1961-01-03,1963-01-03,false,,
1911-03-07,house,Rep,Donald,Hammer,Magnuson,,,D,WA,Washington,1961-01-03,1963-01-03,false,,
1916-11-01,house,Rep,Peter,Francis,Mack,Jr.,,D,IL,Illinois,1961-01-03,1963-01-03,false,,
1899-08-21,house,Rep,Thaddeus,Michael,Machrowicz,,,D,MI,Michigan,1961-01-03,1963-01-03,false,,
1892-10-01,house,Rep,Joseph,Carlton,Loser,,,D,TN,Tennessee,1961-01-03,1963-01-03,false,,
1898-07-06,house,Rep,Thomas,Joseph,Lane,,,D,MA,Massachusetts,1961-01-03,1963-01-03,false,,
1907-10-18,house,Rep,Frank,,Kowalski,,,D,CT,Connecticut,1961-01-03,1963-01-03,false,,
1908-09-13,house,Rep,Alvin,Paul,Kitchin,,,D,NC,North Carolina,1961-01-03,1963-01-03,false,,
1900-03-29,house,Rep,Paul,Joseph,Kilday,,,D,TX,Texas,1961-01-03,1963-01-03,false,,
1896-09-11,senate,Sen,Robert,Samuel,Kerr,,,D,OK,Oklahoma,1961-01-03,1963-12-31,false,,
1903-07-26,senate,Sen,Carey,Estes,Kefauver,,,D,TN,Tennessee,1961-01-03,1963-12-31,false,,
1900-05-07,house,Rep,Carroll,Dudley,Kearns,,,R,PA,Pennsylvania,1961-01-03,1963-01-03,false,,
1898-09-25,house,Rep,Walter,Henry,Judd,,,R,MN,Minnesota,1961-01-03,1963-01-03,false,,
1909-06-26,house,Rep,Thomas,Francis,Johnson,,,D,MD,Maryland,1961-01-03,1963-01-03,false,,
1913-01-30,house,Rep,Frank,Neville,Ikard,,,D,TX,Texas,1961-01-03,1963-01-03,false,,
1913-06-01,house,Rep,Lester,,Holtzman,,,D,NY,New York,1961-01-03,1963-01-03,false,,
1875-09-10,house,Rep,Clare,Eugene,Hoffman,,,R,MI,Michigan,1961-01-03,1963-01-03,false,,
1888-12-03,house,Rep,Edgar,Willard,Hiestand,,,R,CA,California,1961-01-03,1963-01-03,false,,
1911-08-22,senate,Sen,John,Joseph,Hickey,,,D,WY,Wyoming,1961-01-03,1963-01-03,false,,
1904-07-02,house,Rep,Burr,Powell,Harrison,,,D,VA,Virginia,1961-01-03,1963-01-03,false,,
1894-12-07,house,Rep,Kathryn,Elizabeth,Granahan,,,D,PA,Pennsylvania,1961-01-03,1963-01-03,false,,
1923-06-16,house,Rep,Peter,Adams,Garland,,,R,ME,Maine,1961-01-03,1963-01-03,false,,
1890-06-23,house,Rep,James,Beriah,Frazier,Jr.,,D,TN,Tennessee,1961-01-03,1963-01-03,false,,
1889-08-03,house,Rep,Ivor,David,Fenton,,,R,PA,Pennsylvania,1961-01-03,1963-01-03,false,,
1894-08-29,senate,Sen,Henry,Clarence,Dworshak,,,R,ID,Idaho,1961-01-03,1963-01-03,false,,
1899-01-26,house,Rep,Edwin,Russell,Durno,,,R,OR,Oregon,1961-01-03,1963-01-03,false,,
1892-03-26,senate,Sen,Paul,Howard,Douglas,,,D,IL,Illinois,1961-01-03,1967-01-03,false,,
1905-04-13,house,Rep,Edwin,Benedict,Dooley,,,R,NY,New York,1961-01-03,1963-01-03,false,,
1895-05-17,house,Rep,James,Curran,Davis,,,D,GA,Georgia,1961-01-03,1963-01-03,false,,
1893-09-03,house,Rep,Laurence,,Curtis,,,R,MA,Massachusetts,1961-01-03,1963-01-03,false,,
1920-05-19,house,Rep,Robert,Eugene,Cook,,,D,OH,Ohio,1961-01-03,1963-01-03,false,,
1924-09-28,house,Rep,Merwin,,Coad,,,D,IA,Iowa,1961-01-03,1963-01-03,false,,
1892-09-13,house,Rep,Marguerite,Stitt,Church,,,R,IL,Illinois,1961-01-03,1963-01-03,false,,
1899-11-20,house,Rep,Robert,Bruce,Chiperfield,,,R,IL,Illinois,1961-01-03,1963-01-03,false,,
1920-06-01,house,Rep,Frank,Welsh,Burke,,,D,KY,Kentucky,1961-01-03,1963-01-03,false,,
1897-12-21,house,Rep,Overton,,Brooks,,,D,LA,Louisiana,1961-01-03,1963-01-03,false,,
1901-09-28,house,Rep,James,Floyd,Breeding,,,D,KS,Kansas,1961-01-03,1963-01-03,false,,
1885-02-21,house,Rep,Frank,William,Boykin,,,D,AL,Alabama,1961-01-03,1963-01-03,false,,
1912-04-25,house,Rep,Iris,Faircloth,Blitch,,,D,GA,Georgia,1961-01-03,1963-01-03,false,,
1898-11-17,senate,Sen,William,Arvis,Blakley,,,D,TX,Texas,1961-01-03,1961-12-31,false,,
1912-10-06,house,Rep,Perkins,,Bass,,,R,NH,New Hampshire,1961-01-03,1963-01-03,false,,
1886-07-15,house,Rep,Cleveland,Monroe,Bailey,,,D,WV,West Virginia,1961-01-03,1963-01-03,false,,
1905-03-10,house,Rep,Victor,L'Episcopo,Anfuso,,,D,NY,New York,1961-01-03,1963-01-03,false,,
1897-01-27,house,Rep,Herman,Carl,Andersen,,,R,MN,Minnesota,1961-01-03,1963-01-03,false,,
1916-01-28,house,Rep,Thomas,Dale,Alford,,,D,AR,Arkansas,1961-01-03,1963-01-03,false,,
1911-08-07,house,Rep,Hugh,Quincy,Alexander,,,D,NC,North Carolina,1961-01-03,1963-01-03,false,,
1914-01-31,house,Rep,Hugh,Joseph,Addonizio,,,D,NJ,New Jersey,1961-01-03,1963-01-03,false,,
1916-03-26,senate,Sen,Benjamin,A.,Smith,II,,D,MA,Massachusetts,1960-01-01,1963-01-03,false,,
1907-01-09,senate,Sen,Maurine,Brown,Neuberger,,,D,OR,Oregon,1961-01-03,1967-01-03,false,,
1883-09-21,senate,Sen,Hall,Stoner,Lusk,,,D,OR,Oregon,1960-01-01,1961-01-03,false,,
1925-10-29,house,Rep,Leonard,George,Wolf,,,D,IA,Iowa,1959-01-07,1961-01-03,false,,
1892-10-05,house,Rep,Gardner,Robert,Withrow,,,R,WI,Wisconsin,1959-01-07,1961-01-03,false,,
1888-02-25,house,Rep,Roy,William,Wier,,,D,MN,Minnesota,1959-01-07,1961-01-03,false,,
1909-10-15,house,Rep,Fred,,Wampler,,,D,IN,Indiana,1959-01-07,1961-01-03,false,,
1921-03-16,house,Rep,Stuyvesant,II,Wainwright,,,R,NY,New York,1959-01-07,1961-01-03,false,,
1919-02-08,house,Rep,Edwin,Keith,Thomson,,,R,WY,Wyoming,1959-01-07,1961-01-03,false,,
1911-06-22,house,Rep,Ludwig,,Teller,,,D,NY,New York,1959-01-07,1961-01-03,false,,
1902-01-01,house,Rep,Dean,Park,Taylor,,,R,NY,New York,1959-01-07,1961-01-03,false,,
1892-10-07,house,Rep,Wint,,Smith,,,R,KS,Kansas,1959-01-07,1961-01-03,false,,
1900-08-30,house,Rep,Richard,Murray,Simpson,,,R,PA,Pennsylvania,1959-01-07,1961-01-03,false,,
1891-10-26,house,Rep,Edna,Oakes,Simpson,,,R,IL,Illinois,1959-01-07,1961-01-03,false,,
1881-03-19,house,Rep,Edith,Nourse,Rogers,,,R,MA,Massachusetts,1959-01-07,1961-01-03,false,,
1886-06-03,house,Rep,Edward,Herbert,Rees,,,R,KS,Kansas,1959-01-07,1961-01-03,false,,
1875-09-15,house,Rep,Daniel,Alden,Reed,,,R,NY,New York,1959-01-07,1961-01-03,false,,
1918-03-30,house,Rep,James,Michael,Quigley,,,D,PA,Pennsylvania,1959-01-07,1961-01-03,false,,
1909-07-29,house,Rep,Stanley,A.,Prokop,,,D,PA,Pennsylvania,1959-01-07,1961-01-03,false,,
1908-07-05,house,Rep,Prince,Hulon,Preston,Jr.,,D,GA,Georgia,1959-01-07,1961-01-03,false,,
1919-04-04,house,Rep,Charles,Orlando,Porter,,,D,OR,Oregon,1959-01-07,1961-01-03,false,,
1896-10-06,house,Rep,James,Gould,Polk,,,D,OH,Ohio,1959-01-07,1961-01-03,false,,
1895-08-06,house,Rep,James,Churchill,Oliver,,,D,ME,Maine,1959-01-07,1961-01-03,false,,
1899-02-28,house,Rep,Toby,,Morris,,,D,OK,Oklahoma,1959-01-07,1961-01-03,false,,
1924-08-17,house,Rep,Harlan,Erwin,Mitchell,,,D,GA,Georgia,1959-01-07,1961-01-03,false,,
1902-11-29,house,Rep,Ward,MacLaughlin,Miller,,,R,OH,Ohio,1959-01-07,1961-01-03,false,,
1914-12-29,house,Rep,William,Henry,Meyer,,,D,VT,Vermont,1959-01-07,1961-01-03,false,,
1920-06-30,house,Rep,Donald,Francis,McGinley,,,D,NE,Nebraska,1959-01-07,1961-01-03,false,,
1891-06-13,house,Rep,Russell,Vernon,Mack,,,R,WA,Washington,1959-01-07,1961-01-03,false,,
1889-03-04,senate,Sen,Oren,Ethelbirt,Long,,,D,HI,Hawaii,1959-01-07,1963-01-03,false,,
1914-10-03,house,Rep,Robert,Woodrow,Levering,,,D,OH,Ohio,1959-01-07,1961-01-03,false,,
1905-05-25,house,Rep,John,Armand,Lafore,Jr.,,R,PA,Pennsylvania,1959-01-07,1961-01-03,false,,
1900-05-18,senate,Sen,Kenneth,Barnard,Keating,,,R,NY,New York,1959-01-07,1965-01-03,false,,
1919-04-06,house,Rep,George,Albert,Kasem,,,D,CA,California,1959-01-07,1961-01-03,false,,
1917-10-12,house,Rep,Byron,Lindberg,Johnson,,,D,CO,Colorado,1959-01-07,1961-01-03,false,,
1910-01-23,house,Rep,Donald,Lester,Jackson,,,R,CA,California,1959-01-07,1961-01-03,false,,
1924-07-06,house,Rep,Joseph,Franklin,Holt,III,,R,CA,California,1959-01-07,1961-01-03,false,,
1920-03-13,house,Rep,Earl,Lee,Hogan,,,D,IN,Indiana,1959-01-07,1961-01-03,false,,
1898-02-13,house,Rep,William,Emil,Hess,,,R,OH,Ohio,1959-01-07,1961-01-03,false,,
1917-01-04,house,Rep,John,Earl,Henderson,,,R,OH,Ohio,1959-01-07,1961-01-03,false,,
